Date,Open,High,Low,Close,Adj Close,Volume
2022-03-08,131.630005,144.470001,131.500000,142.130005,142.130005,9587000
2022-03-09,145.429993,150.990005,145.330002,148.309998,148.309998,7023900
2022-03-10,145.220001,152.889999,144.408997,151.800003,151.800003,5302500
2022-03-11,154.130005,155.000000,145.000000,145.139999,145.139999,4577300
2022-03-14,143.410004,144.669998,136.039993,138.500000,138.500000,6330200
2022-03-15,140.000000,144.729996,138.320007,143.949997,143.949997,5488700
2022-03-16,148.145004,156.979996,146.309998,155.750000,155.750000,7105400
2022-03-17,153.789993,157.600006,151.050003,157.550003,157.550003,5031700
2022-03-18,156.070007,167.179993,155.699997,167.000000,167.000000,8467500
2022-03-21,164.570007,165.949997,159.000000,161.800003,161.800003,4584400
2022-03-22,163.610001,168.175003,162.000000,166.440002,166.440002,4099900
2022-03-23,163.639999,166.889999,162.880005,164.160004,164.160004,2814300
2022-03-24,164.809998,171.000000,162.667999,170.830002,170.830002,4223500
2022-03-25,169.940002,170.610001,164.134003,167.220001,167.220001,2952300
2022-03-28,167.220001,168.718994,162.429993,167.649994,167.649994,3829800
2022-03-29,172.110001,178.880005,171.809998,175.520004,175.520004,5452800
2022-03-30,173.130997,176.820007,172.020004,173.630005,173.630005,3707400
2022-03-31,173.539993,176.149994,171.164001,171.759995,171.759995,3232200
2022-04-01,173.059998,177.940002,172.229996,173.070007,173.070007,3644900
2022-04-04,175.020004,177.020004,172.585007,177.020004,177.020004,3495700
2022-04-05,177.190002,179.089996,170.119995,171.210007,171.210007,4065000
2022-04-06,167.050003,168.770004,161.580002,164.660004,164.660004,4287700
2022-04-07,163.190002,167.860001,161.710007,165.910004,165.910004,4146600
2022-04-08,162.520004,164.899994,159.350006,162.559998,162.559998,3448400
2022-04-11,159.839996,163.570007,157.410004,160.250000,160.250000,3877200
2022-04-12,163.699997,166.110001,157.279999,160.110001,160.110001,4113000
2022-04-13,160.839996,172.960007,160.649994,171.850006,171.850006,7211900
2022-04-14,171.660004,174.639999,170.294998,170.699997,170.699997,5125100
2022-04-18,169.270004,170.119995,164.350006,165.740005,165.740005,3339900
2022-04-19,165.740005,170.820007,165.710007,170.119995,170.119995,2857100
2022-04-20,172.610001,172.610001,164.309998,164.550003,164.550003,3997900
2022-04-21,168.979996,170.929993,156.679993,157.910004,157.910004,4714600
2022-04-22,157.839996,161.669998,154.779999,156.089996,156.089996,3863400
2022-04-25,154.330002,159.789993,152.100006,158.389999,158.389999,3868100
2022-04-26,158.399994,159.199997,152.800003,153.039993,153.039993,4075000
