Date,Open,High,Low,Close,Adj Close,Volume
2022-05-24,23.690001,23.740000,21.410000,21.549999,21.549999,40726100
2022-05-25,21.709999,22.355000,21.275000,22.040001,22.040001,31270800
2022-05-26,22.150000,23.280001,21.924999,23.100000,23.100000,30199400
2022-05-27,23.490000,24.129999,23.330000,23.670000,23.670000,29710200
2022-05-31,23.500000,23.900000,23.034000,23.200001,23.200001,33194800
2022-06-01,23.530001,23.870001,22.565001,22.940001,22.940001,26383600
2022-06-02,23.070000,24.830000,22.940001,24.740000,24.740000,30691100
2022-06-03,24.170000,24.495001,23.725000,24.150000,24.150000,24283600
2022-06-06,24.860001,25.434999,24.280001,24.730000,24.730000,29834700
2022-06-07,24.200001,25.700001,24.070000,25.299999,25.299999,27453700
2022-06-08,25.700001,26.549999,25.299999,25.830000,25.830000,31225300
2022-06-09,25.940001,26.690001,25.355000,25.440001,25.440001,42063600
2022-06-10,24.799999,24.971001,23.650000,23.719999,23.719999,29868000
2022-06-13,22.219999,22.584999,21.343000,21.570000,21.570000,33130300
2022-06-14,21.719999,21.952000,20.893999,21.090000,21.090000,43006300
2022-06-15,21.340000,22.389999,21.240000,22.030001,22.030001,36073700
2022-06-16,21.040001,21.400000,20.155001,20.469999,20.469999,55312400
2022-06-17,20.370001,21.959999,20.370001,21.809999,21.809999,46728400
2022-06-21,22.000000,22.459999,21.690001,21.760000,21.760000,35257700
2022-06-22,21.410000,22.209999,21.299999,21.500000,21.500000,32314400
2022-06-23,21.629999,22.440001,21.389999,22.370001,22.370001,27010500
2022-06-24,22.480000,23.190001,22.299999,23.030001,23.030001,38140100
2022-06-27,23.450001,23.639999,22.344999,22.860001,22.860001,27153400
2022-06-28,22.969999,23.459999,22.040001,22.080000,22.080000,24350100
2022-06-29,22.110001,22.150000,21.080000,21.469999,21.469999,30704800
2022-06-30,21.110001,21.125999,19.895000,20.459999,20.459999,30882500
2022-07-01,20.700001,21.370001,20.430000,21.340000,21.340000,20693300
2022-07-05,21.170000,22.549999,20.830000,22.520000,22.520000,24500300
2022-07-06,21.500000,22.080000,21.320000,21.500000,21.500000,32689400
2022-07-07,21.639999,22.759001,21.610001,22.740000,22.740000,23121900
2022-07-08,22.430000,22.959999,21.832001,22.340000,22.340000,20231300
2022-07-11,21.950001,22.250000,21.139999,21.190001,21.190001,17546900
2022-07-12,21.280001,21.780001,20.975000,21.570000,21.570000,17373500
2022-07-13,20.930000,21.610001,20.719999,21.500000,21.500000,18994900
2022-07-14,21.250000,21.465000,20.591000,20.650000,20.650000,31561700
2022-07-15,21.000000,21.780001,20.764999,21.670000,21.670000,24503600
2022-07-18,22.170000,23.200001,22.110001,22.580000,22.580000,30935900
2022-07-19,22.750000,23.080000,22.190001,22.670000,22.670000,23148900
2022-07-20,22.889999,24.219999,22.805000,24.120001,24.120001,27844600
2022-07-21,24.020000,24.250000,23.600000,24.230000,24.230000,18425400
2022-07-22,24.330000,24.809999,23.084999,23.299999,23.299999,20209400
2022-07-25,23.270000,23.540001,22.629999,23.350000,23.350000,12923000
2022-07-26,23.150000,23.150000,22.450001,22.549999,22.549999,24402800
2022-07-27,23.000000,23.320000,22.490000,23.090000,23.090000,28384300
2022-07-28,22.889999,23.420000,22.139999,23.309999,23.309999,22886100
2022-07-29,23.180000,23.485001,22.389999,23.450001,23.450001,29406600
2022-08-01,23.430000,24.620001,22.885000,24.600000,24.600000,46960700
2022-08-02,28.490000,29.430000,27.100000,29.250000,29.250000,107926300
2022-08-03,29.719999,31.430000,29.360001,30.190001,30.190001,62061200
2022-08-04,29.780001,32.230000,29.600000,31.850000,31.850000,55573600
2022-08-05,31.200001,32.630001,31.040001,32.009998,32.009998,39963600
2022-08-08,32.330002,32.955002,31.660000,31.850000,31.850000,28064900
2022-08-09,31.370001,31.549999,30.719999,31.059999,31.059999,27042900
2022-08-10,32.439999,33.189999,32.230000,32.799999,32.799999,31318100
2022-08-11,33.160000,33.360001,32.042000,32.240002,32.240002,24624600
2022-08-12,32.590000,32.759998,31.700001,32.470001,32.470001,21950700
2022-08-15,32.099998,32.910000,31.930000,32.490002,32.490002,14149200
2022-08-16,32.080002,32.724998,31.330000,32.380001,32.380001,28072300
2022-08-17,31.650000,31.709999,30.440001,30.719999,30.719999,24239400
2022-08-18,30.559999,30.620001,29.860001,30.150000,30.150000,20831600
2022-08-19,29.500000,29.570000,28.629999,29.010000,29.010000,24180900
2022-08-22,28.340000,28.805000,27.870001,28.000000,28.000000,20233100
2022-08-23,28.059999,28.674999,27.750000,27.809999,27.809999,24298300
2022-08-24,27.930000,29.219999,27.850000,28.709999,28.709999,20022500
2022-08-25,28.889999,29.639999,28.809999,29.620001,29.620001,15470900
2022-08-26,29.510000,29.709999,28.360001,28.580000,28.580000,16490800
2022-08-29,28.100000,29.190001,28.059999,28.740000,28.740000,17245100
2022-08-30,29.180000,29.290001,28.120001,28.709999,28.709999,24409300
2022-08-31,29.110001,29.879999,28.750000,28.760000,28.760000,20740700
2022-09-01,28.170000,28.950001,27.690001,28.920000,28.920000,17828100
2022-09-02,29.500000,29.635000,28.650000,29.049999,29.049999,14604400
2022-09-06,29.340000,29.370001,28.280001,28.889999,28.889999,20422800
2022-09-07,28.910000,30.150000,28.820000,30.030001,30.030001,20632200
2022-09-08,29.420000,30.900000,29.290001,30.680000,30.680000,29393500
2022-09-09,31.000000,32.049999,30.889999,31.780001,31.780001,28055900
2022-09-12,31.950001,32.619999,31.850000,32.500000,32.500000,29349900
2022-09-13,30.690001,31.780001,30.219999,31.320000,31.320000,29364700
2022-09-14,31.250000,33.139999,31.100000,33.049999,33.049999,34493400
2022-09-15,32.950001,34.325001,32.740002,33.130001,33.130001,41849100
2022-09-16,30.959999,32.145000,30.879999,31.930000,31.930000,50970700
2022-09-19,31.440001,31.980000,31.059999,31.490000,31.490000,22867600
2022-09-20,31.490000,32.560001,31.190001,31.490000,31.490000,23652400
2022-09-21,31.450001,31.674999,30.350000,30.469999,30.469999,22328400
2022-09-22,30.190001,30.190001,28.530001,28.580000,28.580000,29038100
2022-09-23,28.010000,28.340000,27.360001,27.820000,27.820000,26472600
2022-09-26,27.709999,28.160000,26.820000,26.889999,26.889999,24953800
2022-09-27,27.670000,28.490000,27.160000,27.570000,27.570000,22392800
2022-09-28,27.430000,28.160000,27.190001,28.040001,28.040001,21290400
2022-09-29,27.660000,27.719999,26.000000,26.420000,26.420000,26160700
2022-09-30,26.160000,27.309999,26.160000,26.500000,26.500000,23894900
2022-10-03,26.760000,26.900000,25.959999,26.719999,26.719999,19940800
2022-10-04,27.625000,29.250000,27.600000,29.190001,29.190001,25462200
2022-10-05,28.480000,29.650000,28.309999,29.180000,29.180000,21458500
2022-10-06,29.200001,30.240000,28.959999,29.730000,29.730000,25399500
2022-10-07,28.830000,28.860001,27.920000,28.070000,28.070000,19690200
2022-10-10,28.240000,28.450001,27.230000,27.530001,27.530001,13413500
2022-10-11,25.545000,26.049999,22.940001,24.660000,24.660000,92468800
2022-10-12,25.049999,26.115000,24.559999,25.980000,25.980000,30945900
2022-10-13,24.469999,26.025000,24.190001,25.000000,25.000000,32838500
2022-10-14,25.650000,26.070000,24.660000,24.709999,24.709999,22540000
2022-10-17,25.260000,26.264999,25.080000,25.940001,25.940001,25074900
2022-10-18,27.070000,27.709999,26.495001,27.610001,27.610001,25643300
2022-10-19,27.059999,27.730000,26.850000,27.530001,27.530001,15428500
2022-10-20,27.320000,28.680000,27.240000,27.870001,27.870001,20835300
2022-10-21,27.500000,28.434999,27.160000,28.020000,28.020000,20651600
2022-10-24,27.709999,27.980000,26.510000,27.650000,27.650000,19194200
2022-10-25,28.000000,28.545000,27.330000,28.360001,28.360001,17366400
2022-10-26,28.170000,28.980000,27.865000,28.200001,28.200001,17315900
2022-10-27,28.400000,28.760000,27.660000,27.820000,27.820000,16768600
2022-10-28,27.809999,27.879999,26.490000,27.500000,27.500000,27116700
2022-10-31,27.610001,27.730000,26.299999,26.570000,26.570000,37327000
2022-11-01,30.070000,31.000000,29.120001,29.750000,29.750000,87994000
2022-11-02,29.570000,30.160000,28.629999,28.809999,28.809999,37083500
2022-11-03,28.030001,29.520000,27.709999,28.730000,28.730000,28033200
2022-11-04,29.440001,29.725000,28.040001,28.389999,28.389999,22304200
2022-11-07,28.705000,28.825001,27.615000,27.690001,27.690001,19204100
2022-11-08,27.570000,28.330000,26.820000,27.440001,27.440001,27033900
2022-11-09,27.309999,28.004999,26.440001,26.549999,26.549999,21186300
2022-11-10,28.379999,29.320000,28.100000,28.850000,28.850000,35196900
2022-11-11,28.950001,30.434999,28.700001,29.150000,29.150000,35861100
2022-11-14,28.850000,29.700001,28.790001,29.070000,29.070000,24426200
2022-11-15,30.250000,31.815001,30.000000,31.570000,31.570000,43066500
2022-11-16,30.950001,31.160000,29.830000,30.040001,30.040001,26540200
2022-11-17,29.100000,29.500000,28.400000,28.879999,28.879999,22684100
2022-11-18,29.209999,29.405001,28.700001,28.959999,28.959999,15676300
2022-11-21,28.520000,28.709999,28.010000,28.250000,28.250000,16159400
2022-11-22,28.270000,28.330000,27.312000,28.080000,28.080000,20368600
2022-11-23,28.360001,28.940001,28.139999,28.790001,28.790001,12964900
2022-11-25,28.709999,28.879999,28.240000,28.500000,28.500000,5200400
2022-11-28,28.110001,28.655001,27.730000,27.760000,27.760000,11120000
2022-11-29,28.049999,28.230000,27.580000,27.760000,27.760000,15007800
2022-11-30,27.799999,29.139999,27.639999,29.139999,29.139999,18177000
2022-12-01,29.219999,29.600000,28.299999,28.340000,28.340000,18066600
2022-12-02,27.379999,28.780001,27.190001,28.750000,28.750000,15980500
2022-12-05,28.410000,28.860001,27.650000,27.700001,27.700001,17486300
2022-12-06,27.700001,27.860001,26.700001,26.920000,26.920000,19772900
2022-12-07,26.610001,26.870001,26.020000,26.400000,26.400000,21193900
2022-12-08,26.520000,27.030001,26.275999,26.450001,26.450001,14909600
2022-12-09,26.400000,26.959999,26.240000,26.549999,26.549999,14253500
2022-12-12,26.420000,27.230000,26.110001,27.030001,27.030001,16483600
2022-12-13,28.030001,28.455000,26.910000,26.980000,26.980000,27635400
2022-12-14,27.070000,27.820000,26.770000,27.469999,27.469999,19427300
2022-12-15,26.980000,27.110001,25.879999,26.240000,26.240000,19377800
2022-12-16,26.059999,26.450001,25.660000,25.969999,25.969999,22684200
2022-12-19,26.020000,26.020000,24.690001,24.950001,24.950001,35616100
2022-12-20,24.719999,25.280001,24.610001,24.959999,24.959999,28536500
2022-12-21,25.150000,25.670000,24.871000,25.360001,25.360001,20444500
2022-12-22,24.930000,25.100000,24.042000,24.639999,24.639999,23752700
2022-12-23,24.459999,24.725000,24.162001,24.639999,24.639999,11610000
2022-12-27,24.290001,24.700001,23.900000,24.400000,24.400000,15258600
2022-12-28,24.209999,24.719999,24.020000,24.590000,24.590000,15669200
2022-12-29,24.750000,25.375000,24.290001,24.910000,24.910000,17828300
2022-12-30,24.420000,24.850000,24.240000,24.730000,24.730000,20422500
2023-01-03,25.370001,25.750000,25.020000,25.360001,25.360001,22155300
2023-01-04,25.730000,25.969999,25.320000,25.910000,25.910000,14816000
2023-01-05,25.730000,26.010000,25.549999,25.549999,25.549999,9942000
2023-01-06,25.860001,26.540001,25.400000,26.400000,26.400000,19440200
2023-01-09,27.299999,28.049999,27.150000,27.400000,27.400000,24962100
2023-01-10,27.400000,28.250000,27.150000,28.040001,28.040001,15413700
2023-01-11,28.240000,28.520000,27.920000,28.350000,28.350000,15421700
2023-01-12,28.850000,29.184999,28.200001,29.030001,29.030001,17513400
2023-01-13,28.680000,29.500000,28.660000,29.440001,29.440001,16933700
2023-01-17,29.440001,29.780001,28.955000,29.200001,29.200001,20816500
2023-01-18,29.950001,30.090000,28.885000,28.959999,28.959999,25257200
2023-01-19,28.469999,29.285000,28.340000,29.030001,29.030001,15651500
2023-01-20,29.299999,30.389999,29.120001,30.360001,30.360001,23000700
2023-01-23,30.629999,31.110001,30.264999,30.530001,30.530001,22041100
2023-01-24,25.709999,31.200001,25.709999,29.930000,29.930000,14465400
2023-01-25,29.219999,30.400000,28.799999,30.290001,30.290001,14488100
2023-01-26,30.530001,30.646999,29.309999,30.020000,30.020000,25383600
2023-01-27,29.700001,30.597000,29.500000,30.360001,30.360001,18220600
2023-01-30,30.200001,30.540001,29.590000,29.629999,29.629999,17969700
2023-01-31,29.750000,30.959999,29.740000,30.930000,30.930000,15611500
2023-02-01,30.879999,31.850000,30.639999,31.490000,31.490000,21206400
2023-02-02,32.419998,33.470001,32.419998,33.049999,33.049999,32045500
2023-02-03,32.169998,33.950001,32.150002,33.090000,33.090000,25731600
2023-02-06,33.529999,34.209999,32.900002,33.900002,33.900002,33594900
2023-02-07,33.660000,35.060001,33.410000,34.900002,34.900002,59374000
2023-02-08,37.430000,37.580002,34.500000,36.830002,36.830002,109597800
2023-02-09,36.889999,37.360001,35.650002,35.889999,35.889999,44068500
2023-02-10,34.400002,35.398998,34.049999,34.299999,34.299999,41908800
2023-02-13,34.500000,34.520000,33.349998,33.439999,33.439999,35043700
2023-02-14,33.110001,35.360001,32.723999,35.230000,35.230000,38856500
2023-02-15,35.009998,36.240002,34.715000,36.230000,36.230000,31492200
2023-02-16,35.599998,36.730000,35.452000,36.220001,36.220001,28202700
2023-02-17,35.959999,36.230000,34.570000,34.770000,34.770000,27927200
2023-02-21,33.779999,34.389999,33.490002,34.200001,34.200001,24696800
2023-02-22,34.349998,35.169998,34.220001,34.540001,34.540001,23294000
2023-02-23,34.790001,34.799999,33.700001,34.470001,34.470001,23661700
2023-02-24,33.700001,33.919998,33.020000,33.400002,33.400002,19101000
2023-02-27,33.674999,33.849998,33.060001,33.549999,33.549999,19079100
2023-02-28,33.750000,34.000000,33.165001,33.259998,33.259998,17144000
2023-03-01,33.430000,33.580002,32.889999,32.990002,32.990002,14404700
2023-03-02,32.540001,33.799999,32.230000,33.689999,33.689999,17967400
2023-03-03,34.000000,34.590000,33.799999,34.570000,34.570000,14985800
2023-03-06,34.584999,35.110001,33.849998,33.880001,33.880001,18903000
2023-03-07,33.849998,35.000000,33.599998,34.139999,34.139999,25538400
